original_index,predicted_label,model_used
3629,SAD,gpt-4.1
3630,HAPPY,gpt-4.1
3631,SAD,gpt-4.1
3632,SAD,gpt-4.1
3633,SAD,gpt-4.1
3634,HAPPY,gpt-4.1
3635,SAD,gpt-4.1
3636,SAD,gpt-4.1
3637,SAD,gpt-4.1
3638,SAD,gpt-4.1
3639,HAPPY,gpt-4.1
3640,SAD,gpt-4.1
3641,HAPPY,gpt-4.1
3642,SAD,gpt-4.1
3643,SAD,gpt-4.1
3644,HAPPY,gpt-4.1
3645,HAPPY,gpt-4.1
3646,HAPPY,gpt-4.1
3647,HAPPY,gpt-4.1
3648,SAD,gpt-4.1
3649,SAD,gpt-4.1
3650,SAD,gpt-4.1
3651,SAD,gpt-4.1
3652,SAD,gpt-4.1
3653,HAPPY,gpt-4.1
3654,SAD,gpt-4.1
3655,HAPPY,gpt-4.1
3656,HAPPY,gpt-4.1
3657,HAPPY,gpt-4.1
3658,SAD,gpt-4.1
3659,SAD,gpt-4.1
3660,SAD,gpt-4.1
3661,SAD,gpt-4.1
3662,SAD,gpt-4.1
3663,HAPPY,gpt-4.1
3664,HAPPY,gpt-4.1
3665,SAD,gpt-4.1
3666,HAPPY,gpt-4.1
3667,HAPPY,gpt-4.1
3668,SAD,gpt-4.1
3669,SAD,gpt-4.1
3670,SAD,gpt-4.1
3671,SAD,gpt-4.1
3672,HAPPY,gpt-4.1
3673,SAD,gpt-4.1
3674,SAD,gpt-4.1
3675,SAD,gpt-4.1
3676,SAD,gpt-4.1
3677,HAPPY,gpt-4.1
3678,SAD,gpt-4.1
3679,SAD,gpt-4.1
3680,SAD,gpt-4.1
3681,SAD,gpt-4.1
3682,HAPPY,gpt-4.1
3683,HAPPY,gpt-4.1
3684,SAD,gpt-4.1
3685,SAD,gpt-4.1
3686,SAD,gpt-4.1
3687,SAD,gpt-4.1
3688,HAPPY,gpt-4.1
3689,HAPPY,gpt-4.1
3690,SAD,gpt-4.1
3691,SAD,gpt-4.1
3692,SAD,gpt-4.1
3693,SAD,gpt-4.1
3694,HAPPY,gpt-4.1
3695,SAD,gpt-4.1
3696,SAD,gpt-4.1
3697,HAPPY,gpt-4.1
3698,SAD,gpt-4.1
3699,SAD,gpt-4.1
3700,HAPPY,gpt-4.1
3701,HAPPY,gpt-4.1
3702,HAPPY,gpt-4.1
3703,SAD,gpt-4.1
3704,HAPPY,gpt-4.1
3705,HAPPY,gpt-4.1
3706,SAD,gpt-4.1
3707,HAPPY,gpt-4.1
3708,SAD,gpt-4.1
3709,SAD,gpt-4.1
3710,SAD,gpt-4.1
3711,SAD,gpt-4.1
3712,SAD,gpt-4.1
3713,SAD,gpt-4.1
3714,HAPPY,gpt-4.1
3715,HAPPY,gpt-4.1
3716,SAD,gpt-4.1
3717,SAD,gpt-4.1
3718,SAD,gpt-4.1
3719,HAPPY,gpt-4.1
3720,SAD,gpt-4.1
3721,SAD,gpt-4.1
3722,SAD,gpt-4.1
3723,SAD,gpt-4.1
3724,HAPPY,gpt-4.1
3725,HAPPY,gpt-4.1
3726,SAD,gpt-4.1
3727,HAPPY,gpt-4.1
3728,SAD,gpt-4.1
3729,SAD,gpt-4.1
3730,HAPPY,gpt-4.1
3731,SAD,gpt-4.1
3732,SAD,gpt-4.1
3733,HAPPY,gpt-4.1
3734,SAD,gpt-4.1
3735,SAD,gpt-4.1
3736,HAPPY,gpt-4.1
3737,SAD,gpt-4.1
3738,SAD,gpt-4.1
3739,SAD,gpt-4.1
3740,SAD,gpt-4.1
3741,SAD,gpt-4.1
3742,SAD,gpt-4.1
3743,SAD,gpt-4.1
3744,SAD,gpt-4.1
3745,HAPPY,gpt-4.1
3746,SAD,gpt-4.1
3747,SAD,gpt-4.1
3748,HAPPY,gpt-4.1
3749,SAD,gpt-4.1
3750,SAD,gpt-4.1
3751,SAD,gpt-4.1
3752,SAD,gpt-4.1
3753,SAD,gpt-4.1
3754,SAD,gpt-4.1
3755,SAD,gpt-4.1
3756,SAD,gpt-4.1
3757,SAD,gpt-4.1
3758,SAD,gpt-4.1
3759,HAPPY,gpt-4.1
3760,SAD,gpt-4.1
3761,SAD,gpt-4.1
3762,SAD,gpt-4.1
3763,HAPPY,gpt-4.1
3764,HAPPY,gpt-4.1
3765,SAD,gpt-4.1
3766,SAD,gpt-4.1
3767,SAD,gpt-4.1
3768,HAPPY,gpt-4.1
3769,SAD,gpt-4.1
3770,SAD,gpt-4.1
3771,HAPPY,gpt-4.1
3772,SAD,gpt-4.1
3773,HAPPY,gpt-4.1
3774,SAD,gpt-4.1
3775,HAPPY,gpt-4.1
3776,HAPPY,gpt-4.1
3777,SAD,gpt-4.1
3778,HAPPY,gpt-4.1
3779,HAPPY,gpt-4.1
3780,SAD,gpt-4.1
3781,HAPPY,gpt-4.1
3782,SAD,gpt-4.1
3783,SAD,gpt-4.1
3784,HAPPY,gpt-4.1
3785,SAD,gpt-4.1
3786,SAD,gpt-4.1
3787,SAD,gpt-4.1
3788,SAD,gpt-4.1
3789,SAD,gpt-4.1
3790,SAD,gpt-4.1
3791,SAD,gpt-4.1
3792,HAPPY,gpt-4.1
3793,HAPPY,gpt-4.1
3794,HAPPY,gpt-4.1
3795,SAD,gpt-4.1
3796,SAD,gpt-4.1
3797,HAPPY,gpt-4.1
3798,SAD,gpt-4.1
3799,SAD,gpt-4.1
3800,HAPPY,gpt-4.1
3801,SAD,gpt-4.1
3802,SAD,gpt-4.1
3803,HAPPY,gpt-4.1
3804,SAD,gpt-4.1
3805,SAD,gpt-4.1
3806,SAD,gpt-4.1
3807,HAPPY,gpt-4.1
3808,SAD,gpt-4.1
3809,SAD,gpt-4.1
3810,SAD,gpt-4.1
3811,HAPPY,gpt-4.1
3812,SAD,gpt-4.1
3813,HAPPY,gpt-4.1
3814,SAD,gpt-4.1
3815,SAD,gpt-4.1
3816,HAPPY,gpt-4.1
3817,HAPPY,gpt-4.1
3818,SAD,gpt-4.1
3819,SAD,gpt-4.1
3820,HAPPY,gpt-4.1
3821,HAPPY,gpt-4.1
3822,SAD,gpt-4.1
3823,SAD,gpt-4.1
3824,SAD,gpt-4.1
3825,SAD,gpt-4.1
3826,HAPPY,gpt-4.1
3827,SAD,gpt-4.1
3828,SAD,gpt-4.1
3829,SAD,gpt-4.1
3830,SAD,gpt-4.1
3831,HAPPY,gpt-4.1
3832,HAPPY,gpt-4.1
3833,SAD,gpt-4.1
3834,HAPPY,gpt-4.1
3835,SAD,gpt-4.1
3836,SAD,gpt-4.1
3837,HAPPY,gpt-4.1
3838,HAPPY,gpt-4.1
3839,HAPPY,gpt-4.1
3840,SAD,gpt-4.1
3841,HAPPY,gpt-4.1
3842,HAPPY,gpt-4.1
3843,HAPPY,gpt-4.1
3844,HAPPY,gpt-4.1
3845,HAPPY,gpt-4.1
3846,HAPPY,gpt-4.1
3847,HAPPY,gpt-4.1
3848,SAD,gpt-4.1
3849,HAPPY,gpt-4.1
3850,HAPPY,gpt-4.1
3851,SAD,gpt-4.1
3852,SAD,gpt-4.1
3853,SAD,gpt-4.1
3854,HAPPY,gpt-4.1
3855,SAD,gpt-4.1
3856,HAPPY,gpt-4.1
3857,HAPPY,gpt-4.1
3858,SAD,gpt-4.1
3859,SAD,gpt-4.1
3860,SAD,gpt-4.1
3861,SAD,gpt-4.1
3862,SAD,gpt-4.1
3863,HAPPY,gpt-4.1
3864,HAPPY,gpt-4.1
3865,SAD,gpt-4.1
3866,HAPPY,gpt-4.1
3867,HAPPY,gpt-4.1
3868,SAD,gpt-4.1
3869,SAD,gpt-4.1
3870,SAD,gpt-4.1
3871,HAPPY,gpt-4.1
3872,HAPPY,gpt-4.1
3873,HAPPY,gpt-4.1
3874,SAD,gpt-4.1
3875,SAD,gpt-4.1
3876,HAPPY,gpt-4.1
3877,SAD,gpt-4.1
3878,SAD,gpt-4.1
3879,SAD,gpt-4.1
3880,SAD,gpt-4.1
3881,SAD,gpt-4.1
3882,SAD,gpt-4.1
3883,SAD,gpt-4.1
3884,SAD,gpt-4.1
3885,SAD,gpt-4.1
3886,SAD,gpt-4.1
3887,SAD,gpt-4.1
3888,SAD,gpt-4.1
3889,SAD,gpt-4.1
3890,HAPPY,gpt-4.1
3891,SAD,gpt-4.1
3892,SAD,gpt-4.1
3893,SAD,gpt-4.1
3894,SAD,gpt-4.1
3895,SAD,gpt-4.1
3896,HAPPY,gpt-4.1
3897,SAD,gpt-4.1
3898,SAD,gpt-4.1
3899,SAD,gpt-4.1
3900,SAD,gpt-4.1
3901,HAPPY,gpt-4.1
3902,HAPPY,gpt-4.1
3903,SAD,gpt-4.1
3904,HAPPY,gpt-4.1
3905,SAD,gpt-4.1
3906,SAD,gpt-4.1
3907,SAD,gpt-4.1
3908,SAD,gpt-4.1
3909,SAD,gpt-4.1
3910,HAPPY,gpt-4.1
3911,SAD,gpt-4.1
3912,SAD,gpt-4.1
3913,SAD,gpt-4.1
3914,SAD,gpt-4.1
3915,SAD,gpt-4.1
3916,SAD,gpt-4.1
3917,HAPPY,gpt-4.1
3918,SAD,gpt-4.1
3919,HAPPY,gpt-4.1
3920,HAPPY,gpt-4.1
3921,SAD,gpt-4.1
3922,SAD,gpt-4.1
3923,SAD,gpt-4.1
3924,HAPPY,gpt-4.1
3925,SAD,gpt-4.1
3926,SAD,gpt-4.1
3927,SAD,gpt-4.1
3928,HAPPY,gpt-4.1
3929,SAD,gpt-4.1
3930,HAPPY,gpt-4.1
3931,HAPPY,gpt-4.1
3932,SAD,gpt-4.1
3933,HAPPY,gpt-4.1
3934,HAPPY,gpt-4.1
3935,HAPPY,gpt-4.1
3936,SAD,gpt-4.1
3937,SAD,gpt-4.1
3938,SAD,gpt-4.1
3939,SAD,gpt-4.1
3940,SAD,gpt-4.1
3941,HAPPY,gpt-4.1
3942,HAPPY,gpt-4.1
3943,SAD,gpt-4.1
3944,HAPPY,gpt-4.1
3945,HAPPY,gpt-4.1
3946,SAD,gpt-4.1
3947,SAD,gpt-4.1
3948,SAD,gpt-4.1
3949,SAD,gpt-4.1
3950,HAPPY,gpt-4.1
3951,SAD,gpt-4.1
3952,SAD,gpt-4.1
3953,SAD,gpt-4.1
3954,SAD,gpt-4.1
3955,HAPPY,gpt-4.1
3956,SAD,gpt-4.1
3957,SAD,gpt-4.1
3958,HAPPY,gpt-4.1
3959,HAPPY,gpt-4.1
3960,SAD,gpt-4.1
3961,SAD,gpt-4.1
3962,SAD,gpt-4.1
3963,HAPPY,gpt-4.1
3964,HAPPY,gpt-4.1
3965,HAPPY,gpt-4.1
3966,HAPPY,gpt-4.1
3967,HAPPY,gpt-4.1
3968,SAD,gpt-4.1
3969,SAD,gpt-4.1
3970,HAPPY,gpt-4.1
3971,SAD,gpt-4.1
3972,HAPPY,gpt-4.1
3973,HAPPY,gpt-4.1
3974,SAD,gpt-4.1
3975,HAPPY,gpt-4.1
3976,SAD,gpt-4.1
3977,HAPPY,gpt-4.1
3978,HAPPY,gpt-4.1
3979,SAD,gpt-4.1
3980,SAD,gpt-4.1
3981,SAD,gpt-4.1
3982,SAD,gpt-4.1
3983,SAD,gpt-4.1
3984,SAD,gpt-4.1
3985,SAD,gpt-4.1
3986,HAPPY,gpt-4.1
3987,SAD,gpt-4.1
3988,HAPPY,gpt-4.1
3989,SAD,gpt-4.1
3990,SAD,gpt-4.1
3991,HAPPY,gpt-4.1
3992,SAD,gpt-4.1
3993,HAPPY,gpt-4.1
3994,SAD,gpt-4.1
3995,SAD,gpt-4.1
3996,SAD,gpt-4.1
3997,HAPPY,gpt-4.1
3998,SAD,gpt-4.1
3999,SAD,gpt-4.1
4000,SAD,gpt-4.1
4001,HAPPY,gpt-4.1
4002,SAD,gpt-4.1
4003,SAD,gpt-4.1
4004,HAPPY,gpt-4.1
4005,SAD,gpt-4.1
4006,SAD,gpt-4.1
4007,HAPPY,gpt-4.1
4008,SAD,gpt-4.1
4009,SAD,gpt-4.1
4010,SAD,gpt-4.1
4011,SAD,gpt-4.1
4012,SAD,gpt-4.1
4013,SAD,gpt-4.1
4014,HAPPY,gpt-4.1
4015,SAD,gpt-4.1
4016,SAD,gpt-4.1
4017,SAD,gpt-4.1
4018,SAD,gpt-4.1
4019,SAD,gpt-4.1
4020,HAPPY,gpt-4.1
4021,SAD,gpt-4.1
4022,HAPPY,gpt-4.1
4023,HAPPY,gpt-4.1
4024,SAD,gpt-4.1
4025,HAPPY,gpt-4.1
4026,SAD,gpt-4.1
4027,SAD,gpt-4.1
4028,SAD,gpt-4.1
4029,SAD,gpt-4.1
4030,HAPPY,gpt-4.1
4031,SAD,gpt-4.1
4032,SAD,gpt-4.1
4033,HAPPY,gpt-4.1
4034,HAPPY,gpt-4.1
4035,HAPPY,gpt-4.1
4036,SAD,gpt-4.1
4037,SAD,gpt-4.1
4038,SAD,gpt-4.1
4039,SAD,gpt-4.1
4040,SAD,gpt-4.1
4041,SAD,gpt-4.1
4042,HAPPY,gpt-4.1
4043,SAD,gpt-4.1
4044,SAD,gpt-4.1
4045,SAD,gpt-4.1
4046,SAD,gpt-4.1
4047,HAPPY,gpt-4.1
4048,SAD,gpt-4.1
4049,HAPPY,gpt-4.1
4050,SAD,gpt-4.1
4051,HAPPY,gpt-4.1
4052,HAPPY,gpt-4.1
4053,HAPPY,gpt-4.1
4054,SAD,gpt-4.1
4055,SAD,gpt-4.1
4056,SAD,gpt-4.1
4057,SAD,gpt-4.1
4058,HAPPY,gpt-4.1
4059,SAD,gpt-4.1
4060,HAPPY,gpt-4.1
4061,HAPPY,gpt-4.1
4062,HAPPY,gpt-4.1
4063,HAPPY,gpt-4.1
4064,HAPPY,gpt-4.1
4065,SAD,gpt-4.1
4066,SAD,gpt-4.1
4067,HAPPY,gpt-4.1
4068,SAD,gpt-4.1
4069,SAD,gpt-4.1
4070,SAD,gpt-4.1
4071,SAD,gpt-4.1
4072,SAD,gpt-4.1
4073,SAD,gpt-4.1
4074,HAPPY,gpt-4.1
4075,SAD,gpt-4.1
4076,SAD,gpt-4.1
4077,HAPPY,gpt-4.1
4078,SAD,gpt-4.1
4079,SAD,gpt-4.1
4080,HAPPY,gpt-4.1
4081,HAPPY,gpt-4.1
4082,SAD,gpt-4.1
4083,HAPPY,gpt-4.1
4084,SAD,gpt-4.1
4085,SAD,gpt-4.1
4086,HAPPY,gpt-4.1
4087,SAD,gpt-4.1
4088,HAPPY,gpt-4.1
4089,SAD,gpt-4.1
4090,HAPPY,gpt-4.1
4091,HAPPY,gpt-4.1
4092,HAPPY,gpt-4.1
4093,HAPPY,gpt-4.1
4094,HAPPY,gpt-4.1
4095,SAD,gpt-4.1
4096,SAD,gpt-4.1
4097,SAD,gpt-4.1
4098,HAPPY,gpt-4.1
4099,HAPPY,gpt-4.1
4100,HAPPY,gpt-4.1
4101,SAD,gpt-4.1
4102,SAD,gpt-4.1
4103,HAPPY,gpt-4.1
4104,SAD,gpt-4.1
4105,HAPPY,gpt-4.1
4106,HAPPY,gpt-4.1
4107,SAD,gpt-4.1
4108,SAD,gpt-4.1
4109,HAPPY,gpt-4.1
4110,SAD,gpt-4.1
4111,SAD,gpt-4.1
4112,SAD,gpt-4.1
4113,SAD,gpt-4.1
4114,HAPPY,gpt-4.1
4115,SAD,gpt-4.1
4116,SAD,gpt-4.1
4117,SAD,gpt-4.1
4118,SAD,gpt-4.1
4119,HAPPY,gpt-4.1
4120,HAPPY,gpt-4.1
4121,SAD,gpt-4.1
4122,HAPPY,gpt-4.1
4123,SAD,gpt-4.1
4124,SAD,gpt-4.1
4125,HAPPY,gpt-4.1
4126,SAD,gpt-4.1
4127,HAPPY,gpt-4.1
4128,SAD,gpt-4.1
4129,SAD,gpt-4.1
4130,HAPPY,gpt-4.1
4131,HAPPY,gpt-4.1
4132,HAPPY,gpt-4.1
4133,HAPPY,gpt-4.1
4134,HAPPY,gpt-4.1
4135,SAD,gpt-4.1
4136,SAD,gpt-4.1
4137,SAD,gpt-4.1
4138,HAPPY,gpt-4.1
4139,SAD,gpt-4.1
4140,SAD,gpt-4.1
4141,SAD,gpt-4.1
4142,HAPPY,gpt-4.1
4143,SAD,gpt-4.1
4144,SAD,gpt-4.1
4145,HAPPY,gpt-4.1
4146,SAD,gpt-4.1
4147,HAPPY,gpt-4.1
4148,SAD,gpt-4.1
4149,SAD,gpt-4.1
4150,HAPPY,gpt-4.1
4151,HAPPY,gpt-4.1
4152,SAD,gpt-4.1
4153,HAPPY,gpt-4.1
4154,SAD,gpt-4.1
4155,SAD,gpt-4.1
4156,HAPPY,gpt-4.1
4157,HAPPY,gpt-4.1
4158,SAD,gpt-4.1
4159,SAD,gpt-4.1
4160,SAD,gpt-4.1
4161,SAD,gpt-4.1
4162,HAPPY,gpt-4.1
4163,SAD,gpt-4.1
4164,SAD,gpt-4.1
4165,SAD,gpt-4.1
4166,SAD,gpt-4.1
4167,HAPPY,gpt-4.1
4168,HAPPY,gpt-4.1
4169,HAPPY,gpt-4.1
4170,HAPPY,gpt-4.1
4171,HAPPY,gpt-4.1
4172,HAPPY,gpt-4.1
4173,HAPPY,gpt-4.1
4174,SAD,gpt-4.1
4175,SAD,gpt-4.1
4176,SAD,gpt-4.1
4177,SAD,gpt-4.1
4178,HAPPY,gpt-4.1
4179,SAD,gpt-4.1
4180,SAD,gpt-4.1
4181,SAD,gpt-4.1
4182,HAPPY,gpt-4.1
4183,HAPPY,gpt-4.1
4184,SAD,gpt-4.1
4185,HAPPY,gpt-4.1
4186,SAD,gpt-4.1
4187,HAPPY,gpt-4.1
4188,SAD,gpt-4.1
4189,HAPPY,gpt-4.1
4190,SAD,gpt-4.1
4191,SAD,gpt-4.1
4192,SAD,gpt-4.1
4193,SAD,gpt-4.1
4194,SAD,gpt-4.1
4195,SAD,gpt-4.1
4196,HAPPY,gpt-4.1
4197,HAPPY,gpt-4.1
4198,HAPPY,gpt-4.1
4199,SAD,gpt-4.1
4200,SAD,gpt-4.1
4201,SAD,gpt-4.1
4202,HAPPY,gpt-4.1
4203,HAPPY,gpt-4.1
4204,SAD,gpt-4.1
4205,SAD,gpt-4.1
4206,SAD,gpt-4.1
4207,HAPPY,gpt-4.1
4208,HAPPY,gpt-4.1
4209,HAPPY,gpt-4.1
4210,HAPPY,gpt-4.1
4211,SAD,gpt-4.1
4212,SAD,gpt-4.1
4213,SAD,gpt-4.1
4214,SAD,gpt-4.1
4215,SAD,gpt-4.1
4216,SAD,gpt-4.1
4217,SAD,gpt-4.1
4218,HAPPY,gpt-4.1
4219,SAD,gpt-4.1
4220,SAD,gpt-4.1
4221,SAD,gpt-4.1
4222,SAD,gpt-4.1
4223,SAD,gpt-4.1
4224,SAD,gpt-4.1
4225,HAPPY,gpt-4.1
4226,HAPPY,gpt-4.1
4227,SAD,gpt-4.1
4228,SAD,gpt-4.1
4229,SAD,gpt-4.1
4230,SAD,gpt-4.1
4231,SAD,gpt-4.1
4232,SAD,gpt-4.1
4233,HAPPY,gpt-4.1
4234,HAPPY,gpt-4.1
4235,SAD,gpt-4.1
4236,SAD,gpt-4.1
4237,SAD,gpt-4.1
4238,SAD,gpt-4.1
4239,HAPPY,gpt-4.1
4240,HAPPY,gpt-4.1
4241,HAPPY,gpt-4.1
4242,SAD,gpt-4.1
4243,HAPPY,gpt-4.1
4244,HAPPY,gpt-4.1
4245,SAD,gpt-4.1
4246,SAD,gpt-4.1
4247,SAD,gpt-4.1
4248,SAD,gpt-4.1
4249,HAPPY,gpt-4.1
4250,HAPPY,gpt-4.1
4251,HAPPY,gpt-4.1
4252,HAPPY,gpt-4.1
4253,SAD,gpt-4.1
4254,SAD,gpt-4.1
4255,SAD,gpt-4.1
4256,HAPPY,gpt-4.1
4257,SAD,gpt-4.1
4258,HAPPY,gpt-4.1
4259,SAD,gpt-4.1
4260,SAD,gpt-4.1
4261,SAD,gpt-4.1
4262,SAD,gpt-4.1
4263,HAPPY,gpt-4.1
4264,HAPPY,gpt-4.1
4265,SAD,gpt-4.1
4266,SAD,gpt-4.1
4267,HAPPY,gpt-4.1
4268,HAPPY,gpt-4.1
4269,HAPPY,gpt-4.1
4270,SAD,gpt-4.1
4271,SAD,gpt-4.1
4272,SAD,gpt-4.1
4273,HAPPY,gpt-4.1
4274,HAPPY,gpt-4.1
4275,HAPPY,gpt-4.1
4276,HAPPY,gpt-4.1
4277,HAPPY,gpt-4.1
4278,HAPPY,gpt-4.1
4279,SAD,gpt-4.1
4280,HAPPY,gpt-4.1
4281,HAPPY,gpt-4.1
4282,SAD,gpt-4.1
4283,SAD,gpt-4.1
4284,SAD,gpt-4.1
4285,HAPPY,gpt-4.1
4286,SAD,gpt-4.1
4287,HAPPY,gpt-4.1
4288,SAD,gpt-4.1
4289,HAPPY,gpt-4.1
4290,SAD,gpt-4.1
4291,SAD,gpt-4.1
4292,HAPPY,gpt-4.1
4293,SAD,gpt-4.1
4294,SAD,gpt-4.1
4295,HAPPY,gpt-4.1
4296,HAPPY,gpt-4.1
4297,SAD,gpt-4.1
4298,SAD,gpt-4.1
4299,SAD,gpt-4.1
4300,HAPPY,gpt-4.1
4301,SAD,gpt-4.1
4302,SAD,gpt-4.1
4303,SAD,gpt-4.1
4304,SAD,gpt-4.1
4305,SAD,gpt-4.1
4306,HAPPY,gpt-4.1
4307,SAD,gpt-4.1
4308,SAD,gpt-4.1
4309,SAD,gpt-4.1
4310,SAD,gpt-4.1
4311,HAPPY,gpt-4.1
4312,HAPPY,gpt-4.1
4313,SAD,gpt-4.1
4314,HAPPY,gpt-4.1
4315,SAD,gpt-4.1
4316,SAD,gpt-4.1
4317,SAD,gpt-4.1
4318,SAD,gpt-4.1
4319,HAPPY,gpt-4.1
4320,HAPPY,gpt-4.1
4321,SAD,gpt-4.1
4322,SAD,gpt-4.1
4323,SAD,gpt-4.1
4324,SAD,gpt-4.1
4325,SAD,gpt-4.1
4326,SAD,gpt-4.1
4327,SAD,gpt-4.1
4328,SAD,gpt-4.1
4329,SAD,gpt-4.1
4330,HAPPY,gpt-4.1
4331,HAPPY,gpt-4.1
4332,SAD,gpt-4.1
4333,SAD,gpt-4.1
4334,SAD,gpt-4.1
4335,SAD,gpt-4.1
4336,SAD,gpt-4.1
4337,HAPPY,gpt-4.1
4338,SAD,gpt-4.1
4339,SAD,gpt-4.1
4340,SAD,gpt-4.1
4341,SAD,gpt-4.1
4342,SAD,gpt-4.1
4343,SAD,gpt-4.1
4344,SAD,gpt-4.1
4345,HAPPY,gpt-4.1
4346,SAD,gpt-4.1
4347,SAD,gpt-4.1
4348,SAD,gpt-4.1
4349,SAD,gpt-4.1
4350,SAD,gpt-4.1
4351,HAPPY,gpt-4.1
4352,HAPPY,gpt-4.1
4353,SAD,gpt-4.1
4354,SAD,gpt-4.1
4355,HAPPY,gpt-4.1
4356,HAPPY,gpt-4.1
4357,HAPPY,gpt-4.1
4358,HAPPY,gpt-4.1
4359,SAD,gpt-4.1
4360,SAD,gpt-4.1
4361,SAD,gpt-4.1
4362,SAD,gpt-4.1
4363,SAD,gpt-4.1
4364,SAD,gpt-4.1
4365,SAD,gpt-4.1
4366,HAPPY,gpt-4.1
4367,SAD,gpt-4.1
4368,SAD,gpt-4.1
4369,HAPPY,gpt-4.1
4370,SAD,gpt-4.1
4371,SAD,gpt-4.1
4372,SAD,gpt-4.1
4373,HAPPY,gpt-4.1
4374,HAPPY,gpt-4.1
4375,SAD,gpt-4.1
4376,HAPPY,gpt-4.1
4377,SAD,gpt-4.1
4378,SAD,gpt-4.1
4379,HAPPY,gpt-4.1
4380,HAPPY,gpt-4.1
4381,SAD,gpt-4.1
4382,HAPPY,gpt-4.1
4383,SAD,gpt-4.1
4384,HAPPY,gpt-4.1
4385,HAPPY,gpt-4.1
4386,HAPPY,gpt-4.1
4387,SAD,gpt-4.1
4388,HAPPY,gpt-4.1
4389,HAPPY,gpt-4.1
4390,HAPPY,gpt-4.1
4391,HAPPY,gpt-4.1
4392,SAD,gpt-4.1
4393,SAD,gpt-4.1
4394,SAD,gpt-4.1
4395,SAD,gpt-4.1
4396,HAPPY,gpt-4.1
4397,SAD,gpt-4.1
4398,SAD,gpt-4.1
4399,HAPPY,gpt-4.1
4400,HAPPY,gpt-4.1
4401,SAD,gpt-4.1
4402,SAD,gpt-4.1
4403,SAD,gpt-4.1
4404,SAD,gpt-4.1
4405,SAD,gpt-4.1
4406,SAD,gpt-4.1
4407,SAD,gpt-4.1
4408,SAD,gpt-4.1
4409,SAD,gpt-4.1
4410,HAPPY,gpt-4.1
4411,SAD,gpt-4.1
4412,SAD,gpt-4.1
4413,SAD,gpt-4.1
4414,SAD,gpt-4.1
4415,SAD,gpt-4.1
4416,SAD,gpt-4.1
4417,SAD,gpt-4.1
4418,SAD,gpt-4.1
4419,HAPPY,gpt-4.1
4420,HAPPY,gpt-4.1
4421,HAPPY,gpt-4.1
4422,HAPPY,gpt-4.1
4423,SAD,gpt-4.1
4424,HAPPY,gpt-4.1
4425,HAPPY,gpt-4.1
4426,SAD,gpt-4.1
4427,SAD,gpt-4.1
4428,SAD,gpt-4.1
4429,SAD,gpt-4.1
4430,HAPPY,gpt-4.1
4431,HAPPY,gpt-4.1
4432,HAPPY,gpt-4.1
4433,HAPPY,gpt-4.1
4434,HAPPY,gpt-4.1
4435,SAD,gpt-4.1
4436,SAD,gpt-4.1
4437,HAPPY,gpt-4.1
4438,SAD,gpt-4.1
4439,HAPPY,gpt-4.1
4440,HAPPY,gpt-4.1
4441,SAD,gpt-4.1
4442,SAD,gpt-4.1
4443,SAD,gpt-4.1
4444,SAD,gpt-4.1
4445,SAD,gpt-4.1
4446,SAD,gpt-4.1
4447,SAD,gpt-4.1
4448,HAPPY,gpt-4.1
4449,SAD,gpt-4.1
4450,HAPPY,gpt-4.1
4451,SAD,gpt-4.1
4452,HAPPY,gpt-4.1
4453,SAD,gpt-4.1
4454,SAD,gpt-4.1
4455,SAD,gpt-4.1
4456,HAPPY,gpt-4.1
4457,SAD,gpt-4.1
4458,HAPPY,gpt-4.1
4459,SAD,gpt-4.1
4460,HAPPY,gpt-4.1
4461,SAD,gpt-4.1
4462,SAD,gpt-4.1
4463,SAD,gpt-4.1
4464,SAD,gpt-4.1
4465,SAD,gpt-4.1
4466,HAPPY,gpt-4.1
4467,SAD,gpt-4.1
4468,SAD,gpt-4.1
4469,HAPPY,gpt-4.1
4470,SAD,gpt-4.1
4471,SAD,gpt-4.1
4472,HAPPY,gpt-4.1
4473,HAPPY,gpt-4.1
4474,SAD,gpt-4.1
4475,SAD,gpt-4.1
4476,SAD,gpt-4.1
4477,SAD,gpt-4.1
4478,SAD,gpt-4.1
4479,HAPPY,gpt-4.1
4480,SAD,gpt-4.1
4481,SAD,gpt-4.1
4482,SAD,gpt-4.1
4483,HAPPY,gpt-4.1
4484,SAD,gpt-4.1
4485,SAD,gpt-4.1
4486,HAPPY,gpt-4.1
4487,SAD,gpt-4.1
4488,SAD,gpt-4.1
4489,SAD,gpt-4.1
4490,HAPPY,gpt-4.1
4491,SAD,gpt-4.1
4492,HAPPY,gpt-4.1
4493,SAD,gpt-4.1
4494,HAPPY,gpt-4.1
4495,SAD,gpt-4.1
4496,SAD,gpt-4.1
4497,HAPPY,gpt-4.1
4498,SAD,gpt-4.1
4499,HAPPY,gpt-4.1
4500,SAD,gpt-4.1
4501,HAPPY,gpt-4.1
4502,SAD,gpt-4.1
4503,HAPPY,gpt-4.1
4504,SAD,gpt-4.1
4505,HAPPY,gpt-4.1
4506,SAD,gpt-4.1
4507,HAPPY,gpt-4.1
4508,HAPPY,gpt-4.1
4509,SAD,gpt-4.1
4510,SAD,gpt-4.1
4511,HAPPY,gpt-4.1
4512,HAPPY,gpt-4.1
4513,SAD,gpt-4.1
4514,SAD,gpt-4.1
4515,SAD,gpt-4.1
4516,SAD,gpt-4.1
