original_index,comment,label,predicted_label,is_correct,model_used
164,کرم شیرینی مونده و سفت شده بود، مرباهای روی تارت خشک شده و بدمزه بود. اولین بار بود که از این جا شیرینی میگرفتیم و قطعا آخرین بار!,SAD,SAD,True,gpt-4o
165,سلام. با تشکر از شما اما ممنونم میشم وقتی داخل توضیحات سفارش نوشته می‌شود دانشگاه و تحویل به فرد دانشجو، همراه غذا قاشق و چنگال یکبار مصرف و دستمال گذاشته شود. چون ما اینجا این امکانات رو نداریم و سالاد هم بدون چنگال که نمیشه خورد! همچنین با توجه به قیمت بالا نسبت به حجم پیتزا، فک نمیکنم یه سس اضافه بزارن تغییری تو قیمت پیش بیاد. ممنونم از شما از اسنپ فود نیز بابت تعهد نسبت به تغییر هزینه در ارسال پیک متشکرم. و اطلاع رسانی. تشکر,SAD,SAD,True,gpt-4o
166,رست بیف خوب نبود!!!,SAD,SAD,True,gpt-4o
167,کوبیده هاتون چرا سفیده؟ گوشت داره اصلا؟,SAD,SAD,True,gpt-4o
168,غذا خیلی خوب بود، خیلی سریع رسید و قیمتشم خیلی مناسب بود نسبت به باقی رستورانهای این اطراف.,HAPPY,HAPPY,True,gpt-4o
169,سفارشم خیلی دیر آماده شد ولی وقتی آماده شد پیک خیلی سریع بهمون رسوند,HAPPY,SAD,False,gpt-4o
170,خواسته بودم داغ برسه اما داغ داغ نبود. طعمشم میتونه‌ی مقدار بیشتر باشه,HAPPY,SAD,False,gpt-4o
171,محشر بود. خیلی عاااااالی,HAPPY,HAPPY,True,gpt-4o
172,مرغ با اون همه رب روی برنج گذاشتن و ظرف جدا در نظر نگرفتن واسش، تمام غذا رو خراب میکنه و لااقل با سلیقه من همخون نیست.,SAD,SAD,True,gpt-4o
173,تعداد آیتم‌های انتخابی بسیار کم است. در دقت در آوردن اقلام و مدت ارسال مشکلی نبود و همه چسز به درستی انجام میشود ولی ضعفی که دارد تعداد اقلامی که میتوان از سایت زوکت انتخاب کرد بسیار محدود هستند. همین باعث میشود به فکر سوپر مارکت‌های دیگر باشیم.,SAD,SAD,True,gpt-4o
174,برای اولین بار بود باقلوا سفارش می‌دادم شیره ش زیاده و چربه البته مغزش هم خیلی کمه من اینجوری زیاد نمی‌پ-ن-م,HAPPY,SAD,False,gpt-4o
175,من تا حالا مشتری شما بودم ولی بخاطر قیمت بسیار بالا نسبت به حجم و کیفیت، دیگه از اینجا خرید نخواهم کرد,HAPPY,SAD,False,gpt-4o
176,از این سوپرمارکت خیلی راضی ام همیشه دقیق و سریعه,HAPPY,HAPPY,True,gpt-4o
177,پیک بسته رو تحویل نمیداد و میگفتن کخ پول پرداخت کنید درصورتی که انلاین پرداخت شده بود.. تمام سوپ داخل نایلون ریخته و قابل استفاده نبود,SAD,SAD,True,gpt-4o
178,طعم فوق العاده‌ای داشت و غذا گرم و سریع به دستمون رسید عالی بود,HAPPY,HAPPY,True,gpt-4o
179,پیتزا مثل همیشه عالی ولی سیب زمینی متاسفانه اصلا خوب نبود نپخته بود و سس خامه اصلا خوشمزه نبود.,HAPPY,SAD,False,gpt-4o
180,سلام چرا وقتی ۲تا سفارش داده میشه گوشکوب را یکی میفرستن در صورتی که هزینه بسته بندی رو گرفتن به نسبتی که نوشتن میزان گوشت خیلی کم‌تر بود وغذا خیلی زیاد مزه گرد لیمو میداد,HAPPY,SAD,False,gpt-4o
181,مرغ کاملا سرد و برنج کاملا گرم بود.,SAD,SAD,True,gpt-4o
182,واقعا ۱ ساعت برای یک دونه‌پیتزا زمان زیادی ما این مسیر‌و برای سفارش‌انتخاب‌میکنیم که سریع به‌دستموم‌برسه‌همیشه هم سیب چند ساله که خیلی خیلی زمان می‌بره غذاش,SAD,SAD,True,gpt-4o
183,فقط باید بگم که متاسفم. کیفیت فوق العاده پایین، زیر صفر,SAD,SAD,True,gpt-4o
184,همه چی عالی بود به جز ماشروم برگر افتضاح بوی بد میداد مجبور شدم بندازمش دور ولی بقیه غذاها عالللللللی بود,HAPPY,SAD,False,gpt-4o
185,بااینکه در توضیحات نوشته بودم، شیرینی پخت امروز رو بیارن ولی ظاهرا اینطور نبود، یعنی مشخص بود از شیرینی‌های مانده هم گذاشته بودن، البته این دفعه اینطور بود، دفعه‌های پیش خیلی تازه بود,SAD,SAD,True,gpt-4o
186,سلام خدا قوت واقعا پیتزاش خیلی معمولی بود حتی رو به پائین.,SAD,SAD,True,gpt-4o
187,یک پیتزای کاملا معمولیه نسبتا ضعیف تازه نبودن مواد درون پیتزا کاملا حس میشد و نون پیتزای پخته نشده پنیر پیتزای کم و با کیفیت کم اصلا با توجه به این قیمت ارزش نداشت,SAD,SAD,True,gpt-4o
188,میشد زودتر هم بیارن ولی بازم به موقع بود,HAPPY,HAPPY,True,gpt-4o
189,نوشابه گرم بود. سس نذاشته بود (کم گذاشته بود),HAPPY,SAD,False,gpt-4o
190,سریع، قیمت مناسب، حجم مناسب، بسیاااااااار خوشمزه,HAPPY,HAPPY,True,gpt-4o
191,کیک بسیار عالى و خوشمزه و تازه و باکیفیت بود واقعا راضى بودم فقط اگر شمع هم به سفارش اضافه کنند عالى میشه. پیک هم خیلى مسئول و مؤدب بودن واقعا ازشون ممنونم. از تیم پشتیبانى اسنپ فود هم کمال تشکر دارم,HAPPY,HAPPY,True,gpt-4o
192,پارسیان عالی بود. توصیه میکنم امتحان کنید. کشمشی هم تازه بود,HAPPY,HAPPY,True,gpt-4o
193,بسیار عالی ولی به ۱ کیلو و ۲۰۰ نمیخورد خیلی کوچیک بود.,HAPPY,HAPPY,True,gpt-4o
194,به جای آدامس بایودنت ۱۲ تایی که سفارش داده بودم ۷ تایی فرستاده شده!,HAPPY,SAD,False,gpt-4o
195,خوب بود ولی همه غذاها یه مقدار شور بود,HAPPY,SAD,False,gpt-4o
196,این سری پیتزا خیلی‌خشک بود این کیفیتو سفارش‌ ندید بهتره,SAD,SAD,True,gpt-4o
197,قبلا بسته بندیتون بهتر بود دونات شکلاتی خیلی مزه روغن مونده میداد روغن توش ماسیده بود,SAD,SAD,True,gpt-4o
198,غذا به شدت سرد رسید و داخل مرغ نپخته بود یعنی کاملا بی کیفیت بود. به اندازه‌ای ک بیشترشو ریختم دور حجم غذا خوب بود زیاد بودش ولی قشنگ بیات بودن سیب زمینی‌های تو پاکت و واقعا نمیشه حرفی زد دربارش,SAD,SAD,True,gpt-4o
199,سلام کیفیت امشب بسیار پایین بود غذا سرد سفارش با تاخیر ته دیگ بسیار کم برنج چلو لقمه بسیار کم م,SAD,SAD,True,gpt-4o
200,هات داگ این رستوران رو سفارش دادم که کیفیت مواد اولیه خوبی نداشت، کیفیت هات داگ اصلا مناسب نبود. علاوه بر این اون ۱۰۰۰ تومنی که پول ظرف میگیرن، پول همون کاغذیه که میپیچن دور ساندویچ گویا. حتما اینو قبل از سفارش در نظر بگیرید که هزار تومن پول کاغذ میدید,SAD,SAD,True,gpt-4o
201,واقعا افتضاح بود، به جای فیله، سینه بود سری قبل خوب بود اما دیگ افتضاحه شبیه لاستیک بود,SAD,SAD,True,gpt-4o
202,شیرینی دانمارکی ویژه اصلا ربطی به دانمارکی نداشت و متاسفانه چون عکس هم نداشت واقعا با انتظاری که داشتم فرق میکرد,SAD,SAD,True,gpt-4o
203,سلام سفارش من کامل ارسال نشد در لیست سفارش شکلات فندقی شونیز (۳عدد) دو بسته بود ولی یک بسته ارسال شد.,SAD,SAD,True,gpt-4o
204,جوجه‌ها داغ نبود گرم بود و یه مقدار بی نمک …ولی در کل نسبت به قیمت حجمش اینا خوب بود,HAPPY,HAPPY,True,gpt-4o
205,بجای سبزی خوردن ترگل سبزی دکتر بیژن فرستادن.,SAD,SAD,True,gpt-4o
206,غذا خوب بود ولی … رفتار پیک خیلی بی‌ادبانه بود، اول که زنگ زد گفت به من زنگ بزنید من شارژ ندارم!!؟؟، بعد هم که بهش زنگ زدم میگه بیا پایین غذا رو ببر. بعد از ۲، ۳ بار زنگ زدن به زور راضی شده غذا رو بیاره تحویل بده.,HAPPY,SAD,False,gpt-4o
207,پیتزای آرستو‌گوشتش بو میداد و آبکی بود,SAD,SAD,True,gpt-4o
208,پیتزا امریکن خیلی مزه و بوی بد گوشت میداد ولی ما بقی خوب بودن.,HAPPY,SAD,False,gpt-4o
209,با یک ساعت تاخیر به دستم رسید,HAPPY,SAD,False,gpt-4o
210,کیفیت غدا خوبه فقط متاسفانه از برنج هندی استفاده میشه,SAD,HAPPY,False,gpt-4o
211,کیفیت کاملا پایین مرغ و سس پر از سرکه,SAD,SAD,True,gpt-4o
212,به جای خامه کاکائویی خامه ساده فرستادن,SAD,SAD,True,gpt-4o
213,قارچ سوخاری اصلا خوب نبود و قشنگ سرخ نشده بود و بیشتر طمع روغن مایع داغ میداد تا خود قارچ پودر سوخاری اصلا استفاده نکرده بودن و پیتزا بوقلمون اصلا خوب نبود راضی نبودم از پیتزا استیکی که خورده بودم فکر نمی‌کردم کیفیت بوقلمون آنقدر پایین باشه و قارچ سوخاری,HAPPY,SAD,False,gpt-4o
214,نسبت به قیمت اصلا کیفت خوبی نداشت,SAD,SAD,True,gpt-4o
215,گاناش با اختلاف‌ از همه کیک شکلاتیایی که خوردم بهتره هنوز کیک انگلیسی محشره و براونی خیلی ریچ و لطیف و تازه بود راستش من کیک تیرامیسو رو به خاطر رطوبت زیادش نپ-ن-یدم ولی میدونم که رسپی اینه و سلیقه‌ی من نیست نه این‌ که خوب نباشه، با این وجود می‌ارزید به امتحان کردن.,HAPPY,HAPPY,True,gpt-4o
216,چققققققدر کیفیت ساندویچا پایین و افتضاااح بود,SAD,SAD,True,gpt-4o
217,گوجه و کباب‌ها تا حد زیادی سوخته بود. و اینکه خیارشور و پیاز به جای لبو و هویج دورچین باشه خیلی بهتره!,HAPPY,SAD,False,gpt-4o
218,پیک سفارش رو اشتباه تحویل نفر دیگه داده بود,HAPPY,SAD,False,gpt-4o
219,اجزاش باهم ترکیب نشده بود قارچ یک طرف و.. دو تا سس برای این ساندویچ!!! سس غول آخر چی شد,SAD,SAD,True,gpt-4o
220,فقط گوشت مرغ هست که پس گوشتش کجاست,SAD,SAD,True,gpt-4o
221,کیفیت و حجم غذا خوب بود به کنار ولی ماست خیارش واقعا عالی بود خیار تازه تازه و ترد بود. حتما ماست خیار سفارش بدید.,HAPPY,HAPPY,True,gpt-4o
222,سلام ممنونم از غذاتون … خوب بود اما رب انارش نسبت به حجم غذا کم بود,HAPPY,HAPPY,True,gpt-4o
223,تاخیر در ارسال- مغایرت در سفارش ارسالی,SAD,SAD,True,gpt-4o
224,سفارشم به موقع رسید نان و آرد عالی بود ولی زولبیا و بامیه به جای ۸۰۰ گرم ۶۰۰ گرم بود و گوش فیل‌ها کاملا بیات بود ولی بامیه و زولبیا کاملا تازه و خوشمزه بود,SAD,SAD,True,gpt-4o
225,من ۴ تا نان کنجدی و ۱ نان پرکنجد سفارش داده بودم، اما چیزی که دستم رسیده ۲ تا نان کنجدی و یک نان ساده و یک نان مثلا پرکنجد که فقط کمی کش اومده و نیمه سوخته هست، برای یک نان ساده هزار تومن پیک آورده، ولی بعد از باز کردن نان‌ها دیدم یک نان بطور کامل کمه، با پشتیبانی هم تماس میگیرم میگه ۲۵ نفر جلوم تو صف هستن.,SAD,SAD,True,gpt-4o
